id,sku,brand,model,model_guess_from_sku,side,part_type,part_category,new_name_he,new_name_ar,new_name_en,current_title_he,current_name_ar,current_name_en,price,stock,notes,oe_number,photos,inventory_name_he,models_raw,compat_models,model_note
1063,HTP-SR082R,Scania,L / S,R,R,roof_light,lighting,פנס עליון (זרקור) סקניה ימין,ضوء علوي (كشاف) سكانيا يمين,Scania Cab Roof Spotlight – Right,פנס זרקור פנס עזר ערפל עליון,مصباح علوي للمقصورة – يمين,Cab Roof Marker Light – Right,570,instock,,2552709,60,פנס זרקור פנס עזר ערפל עליון  סקאניה,scanua l/s,Scania L | Scania S,
1053,HTP-VH14017-2L,Volvo,FH / FM 2018+,FH,L,headlight_led,lighting,פנס קדמי LED וולוו שמאל,ضوء أمامي LED فولفو يسار,Volvo LED Headlight – Left,פנס קדמי חזית ליד,وحدة مصباح رئيسي – يسار,Main Headlight Unit – Left,1100,instock,,21608660,261,פנס קדמי חזית ליד וולוו,וולוו fh-fm 2018,Volvo FH 2018+ | Volvo FM 2018+,
1052,HTP-VH14017-2R,Volvo,FH / FM 2017+,FH,R,headlight_led,lighting,פנס קדמי LED וולוו ימין,ضوء أمامي LED فولفو يمين,Volvo LED Headlight – Right,פנס קדמי חזית ליד,مصباح رئيسي ثقيل الخدمة – يمين,Heavy-Duty Main Headlight – Right,1100,instock,,21608661,250,פנס קדמי חזית ליד וולוו,וולוו fh-fm 2017,Volvo FH 2017+ | Volvo FM 2017+,
1050,HTP-VH15001L,Volvo,FH / FM,FH,L,headlight_led,lighting,פנס קדמי LED וולוו שמאל,ضوء أمامي LED فولفو يسار,Volvo LED Headlight – Left,פנס קדמי חזית ליד,طقم مصباح أمامي فاخر – يسار,Premium Headlight Kit – Left,1300,instock,,24056510,127-129,פנס קדמי חזית ליד וולוו,וולוו fh-fm,Volvo FH | Volvo FM,
1049,HTP-VH15001R,Volvo,FH / FM,FH,R,headlight_led,lighting,פנס קדמי LED וולוו ימין,ضوء أمامي LED فولفو يمين,Volvo LED Headlight – Right,פנס קדמי חזית ליד,مصباح أمامي أيمن للاستبدال المباشر,Direct-Replacement Headlight – Right,1300,instock,,24056511,124-126,פנס קדמי חזית ליד וולוו,וולוו fh-fm,Volvo FH | Volvo FM,
1308,HTP-VM002L-EM,Volvo,FL / FE,FM,L,headlight,lighting,פנס קדמי וולוו שמאל,ضوء أمامي فولفو يسار,Volvo Headlight – Left,פנס קדמי חזית,مصباح أمامي كهربائي معتمد – يسار,E-Marked Electric Headlight – Left,500,instock,,20818765,290,פנס קדמי חזית  ליד וולוו,וולוו FL-FE,Volvo FL | Volvo FE,
1306,HTP-VM002R-EM,Volvo,FL / FE,FM,R,headlight,lighting,פנס קדמי וולוו ימין,ضوء أمامي فولفو يمين,Volvo Headlight – Right,פנס קדמי חזית,مصباح أمامي كهربائي معتمد – يمين,E-Marked Electric Headlight – Right,500,instock,,20818775,108,פנס קדמי חזית  ליד וולוו,וולוו FL-FE,Volvo FL | Volvo FE,
1300,HTP-VM041L,Volvo,FM,FM,L,mirror_electric,body,מראה צד חשמלית וולוו שמאל,مرآة جانبية كهربائية فولفو يسار,Volvo Electric Side Mirror – Left,מראה צד חשמלית,مرآة جانبية كهربائية كاملة – يسار,Full Electric Side Mirror – Left,800,instock,,20707876,386-390,מראה צד חשמלית,מתאים דאף וולוו ו רינו,Volvo FM,"brands only: DAF, Volvo, Renault; model from SKU code (check)"
1298,HTP-VM041R,Volvo,FM,FM,R,mirror_electric,body,מראה צד חשמלית וולוו ימין,مرآة جانبية كهربائية فولفو يمين,Volvo Electric Side Mirror – Right,מראה צד חשמלית,طقم مرآة جانبية كهربائية كاملة – يمين,Full Electric Side Mirror Kit – Right,800,instock,,20760960,381-385,מראה צד חשמלית,מתאים דאף וולוו ו רינו,Volvo FM,"brands only: DAF, Volvo, Renault; model from SKU code (check)"
1304,HTP-VM045L,Volvo,FL / FE,FM,L,headlight_led,lighting,פנס קדמי LED וולוו שמאל,ضوء أمامي LED فولفو يسار,Volvo LED Headlight – Left,פנס קדמי חזית ליד,وحدة مصباح أمامي – يسار,Headlight Unit – Left,1200,instock,,82526640,,פנס קדמי חזית  ליד וולוו,וולוו FL-FE,Volvo FL | Volvo FE,
1302,HTP-VM045R,Volvo,FL / FE,FM,R,headlight_led,lighting,פנס קדמי LED וולוו ימין,ضوء أمامي LED فولفو يمين,Volvo LED Headlight – Right,פנס קדמי חזית ליד,طقم مصباح أمامي – يمين,Headlight Kit – Right,1200,instock,,82532284,107,פנס קדמי חזית  ליד וולוו,וולוו FL-FE,Volvo FL | Volvo FE,
1292,HTP-VM057L,Volvo,FL / FE,FM,L,corner_panel_outer,body,מסית רוח חיצוני וולוו שמאל,كاسر هواء خارجي فولفو يسار,Volvo Outer Wind Deflector Panel – Left,מסית רוח חיצוני,لوحة زاوية خارجية – يسار,Outer Corner Panel – Left,450,instock,,21849884,171-176,מסית רוח חיצוני / כנף קדמי וולוו,וולוו FL-FE,Volvo FL | Volvo FE,
1291,HTP-VM057R,Volvo,FL / FE,FM,R,corner_panel_outer,body,מסית רוח חיצוני וולוו ימין,كاسر هواء خارجي فولفو يمين,Volvo Outer Wind Deflector Panel – Right,מסית רוח חיצוני,لوحة زاوية خارجية – يمين,Outer Corner Panel – Right,450,instock,,21849885,165-170,מסית רוח חיצוני / כנף קדמי וולוו,וולוו FL-FE,Volvo FL | Volvo FE,
1296,HTP-VM065L,Volvo,FL / FE,FM,L,corner_panel_cover,body,מכסה מסית רוח קדמי וולוו שמאל,غطاء كاسر هواء أمامي فولفو يسار,Volvo Front Wind Deflector Cover – Left,מכסה מסית רוח קנף קדמי,طقم لوحة زاوية أمامية – يسار,Front Corner Panel Kit – Left,300,instock,,21849897,178,מכסה מסית רוח קנף קדמי,וולוו FL-FE,Volvo FL | Volvo FE,
1294,HTP-VM065R,Volvo,FL / FE,FM,R,corner_panel_cover,body,מכסה מסית רוח קדמי וולוו ימין,غطاء كاسر هواء أمامي فولفو يمين,Volvo Front Wind Deflector Cover – Right,מכסה מסית רוח קנף קדמי,لوحة زاوية أمامية – يمين,Front Corner Panel – Right,300,instock,,21849909,177,מכסה מסית רוח קנף קדמי,וולוו FL-FE,Volvo FL | Volvo FE,
2618,HTP-LF006,Daf,LF 15 טון יורו 5/6,LF,,step_tread,body,,,,מדרס מדרגה,وسادة الدرجة,Step Tread Pad,,instock,الماركة ناقصة؛ بدون سعر,1405241,286-288,מדרס מדרגה דאף,מתאים יורו 5 ו וירו 6 15 טון,DAF LF,model inferred from tonnage
